Above Threshold?,Birth Rate Bin,Country/Region,Ease of Business (clusters),GDP per Capita (bin),Region,Year,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Ease of Business,Energy Usage,GDP,GDP per Capita,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
Below Threshold,Below 1.5%,Ireland,Very Friendly,"$23,440 ",Europe,1/12/00,1.40%,,"41,345",,,"13,574",$97B,"$25,579 ",6.10%,"$1,572 ",,0.006,18%,0.048,77,79,74,65%,1,0.218,0.67,0.112,3.8M,59.10%,$4B,$3B
Below Threshold,Above 3%,Isle of Man,Not Clustered,"$18,752 ",Europe,1/12/00,,,,,,,$2B,"$20,359 ",,,,,,,,,,,1,,,,0.1M,51.80%,,
Below Threshold,Below 1.5%,Italy,Friendly,"$18,752 ",Europe,1/12/00,1.00%,,"451,441",,,"171,522","$1,100B","$19,318 ",7.90%,"$1,527 ",,0.005,23%,0.07,80,83,77,74%,1,0.143,0.674,0.183,56.9M,67.20%,$29B,$18B
Below Threshold,1.5-3%,Kosovo,Friendly,$0 ,Europe,1/12/00,2.30%,,,,,"1,545",$2B,"$1,088 ",,,,,,,68,70,66,,1,,,,1.7M,,,
Below Threshold,Below 1.5%,Latvia,Very Friendly,$0 ,Europe,1/12/00,0.90%,,"6,241",,,"3,832",$8B,"$3,309 ",6.00%,$197 ,,0.015,6%,0.119,71,76,65,17%,1,0.179,0.671,0.15,2.4M,68.10%,$0B,$0B
Below Threshold,Below 1.5%,Liechtenstein,Not Clustered,"$75,008 ",Europe,1/12/00,1.30%,,,,,,$2B,"$75,058 ",,,,,37%,,77,80,74,30%,1,,,,0.0M,15.10%,,
Below Threshold,Below 1.5%,Lithuania,Very Friendly,$0 ,Europe,1/12/00,1.00%,,"12,200",,,"7,131",$11B,"$3,267 ",6.50%,$212 ,,0.01,6%,0.121,73,78,67,15%,1,0.199,0.662,0.139,3.5M,67.00%,$0B,$0B
Below Threshold,Below 1.5%,Luxembourg,Friendly,"$42,192 ",Europe,1/12/00,1.30%,,"8,240",,,"3,335",$20B,"$46,453 ",7.50%,"$3,495 ",,0.004,23%,,78,81,75,70%,1,0.189,0.67,0.141,0.4M,84.20%,$2B,$1B
Below Threshold,Below 1.5%,North Macedonia,Very Friendly,$0 ,Europe,1/12/00,1.30%,,"12,064",,,"2,668",$4B,"$1,748 ",8.70%,$153 ,,0.014,3%,0.189,74,76,71,6%,1,0.224,0.676,0.1,2.1M,58.50%,$0B,$0B
Below Threshold,Below 1.5%,Malta,Friendly,"$9,376 ",Europe,1/12/00,1.20%,,"2,065",,,676,$4B,"$10,377 ",6.60%,$643 ,,0.007,13%,0.073,78,80,76,28%,1,0.207,0.686,0.107,0.4M,92.40%,$1B,$0B
Below Threshold,Below 1.5%,Moldova,Friendly,$0 ,Europe,1/12/00,1.20%,,"3,513",,,"2,883",$1B,$354 ,6.70%,$24 ,,0.025,1%,0.338,67,71,63,3%,1,0.237,0.663,0.1,3.6M,45.80%,$0B,$0B
Below Threshold,Above 3%,Monaco,Not Clustered,"$79,696 ",Europe,1/12/00,,,,,,,$3B,"$82,537 ",3.30%,"$2,685 ",,0.004,42%,,,,,43%,1,,,,0.0M,100.00%,,
Below Threshold,Below 1.5%,Montenegro,Very Friendly,$0 ,Europe,1/12/00,1.30%,,,,,,$1B,"$1,610 ",7.50%,$121 ,,0.013,,,74,77,71,,1,0.213,0.673,0.113,0.6M,58.50%,,
Below Threshold,Below 1.5%,Netherlands,Very Friendly,"$23,440 ",Europe,1/12/00,1.30%,,"165,363",,,"73,223",$385B,"$24,175 ",8.00%,"$1,932 ",,0.005,44%,0.048,79,81,76,68%,1,0.186,0.679,0.136,15.9M,76.80%,$11B,$14B
Below Threshold,Below 1.5%,Norway,Very Friendly,"$32,816 ",Europe,1/12/00,1.30%,,"38,808",,,"26,092",$168B,"$37,408 ",9.10%,"$3,432 ",,0.004,52%,0.089,79,81,76,72%,1,0.2,0.648,0.152,4.5M,76.10%,$3B,$5B
Below Threshold,Below 1.5%,Poland,Very Friendly,$0 ,Europe,1/12/00,1.00%,,"301,691",,,"89,116",$171B,"$4,470 ",5.50%,$247 ,,0.008,7%,0.2,74,78,70,18%,1,0.194,0.684,0.123,38.3M,61.70%,$6B,$3B
Below Threshold,Below 1.5%,Portugal,Very Friendly,"$9,376 ",Europe,1/12/00,1.20%,,"62,966",,,"24,673",$117B,"$11,370 ",9.30%,"$1,070 ",,0.006,16%,,77,80,73,65%,1,0.162,0.676,0.162,10.3M,54.40%,$6B,$3B
Below Threshold,Below 1.5%,Romania,Friendly,$0 ,Europe,1/12/00,1.00%,,"89,985",,,"36,228",$37B,"$1,662 ",4.30%,$72 ,,0.023,4%,0.539,72,75,68,11%,1,0.186,0.68,0.134,22.4M,53.00%,$0B,$0B
Below Threshold,Below 1.5%,Russia,Moderate,$0 ,Europe,1/12/00,0.90%,,"1,558,112",,,"619,265",$260B,"$1,774 ",5.40%,$96 ,,0.02,2%,0.244,66,72,59,2%,1,0.182,0.694,0.124,146.6M,73.40%,$3B,$9B
Below Threshold,Above 3%,San Marino,Friendly,"$28,128 ",Europe,1/12/00,,,,,,,$1B,"$28,696 ",5.30%,"$2,161 ",,0.005,49%,0.092,81,84,77,54%,1,,,,0.0M,93.40%,,
Below Threshold,Below 1.5%,Serbia,Friendly,$0 ,Europe,1/12/00,1.00%,,,,,"13,728",$6B,$809 ,7.40%,$51 ,,0.011,,0.063,73,75,70,,1,0.202,0.669,0.129,7.5M,53.20%,,
Below Threshold,Below 1.5%,Slovakia,Very Friendly,"$4,688 ",Europe,1/12/00,1.00%,,"37,312",,,"17,743",$29B,"$5,330 ",5.50%,$208 ,,0.01,9%,0.149,73,77,69,23%,1,0.197,0.689,0.114,5.4M,56.20%,$0B,$0B
Below Threshold,Below 1.5%,Slovenia,Very Friendly,"$9,376 ",Europe,1/12/00,0.90%,,"14,265",,,"6,413",$20B,"$10,045 ",8.30%,$831 ,,0.005,15%,0.158,76,79,72,61%,1,0.159,0.7,0.141,2.0M,50.80%,$1B,$1B
Below Threshold,Below 1.5%,Spain,Very Friendly,"$14,064 ",Europe,1/12/00,1.00%,,"294,434",,,"121,856",$580B,"$14,405 ",7.20%,"$1,045 ",,0.005,14%,0.052,80,83,76,60%,1,0.148,0.684,0.169,40.3M,76.30%,$33B,$8B
Below Threshold,Below 1.5%,Sweden,Very Friendly,"$23,440 ",Europe,1/12/00,1.00%,,"49,794",,,"47,556",$247B,"$27,840 ",8.20%,"$2,282 ",,0.003,46%,0.058,80,82,77,72%,1,0.184,0.643,0.173,8.9M,84.00%,$5B,$9B
Below Threshold,Below 1.5%,Switzerland,Very Friendly,"$32,816 ",Europe,1/12/00,1.10%,,"39,050",,,"25,005",$256B,"$35,634 ",9.90%,"$3,541 ",,0.005,47%,0.043,80,83,77,65%,1,0.174,0.673,0.153,7.2M,73.30%,$9B,$7B
Below Threshold,1.5-3%,Turkey,Friendly,$0 ,Europe,1/12/00,2.10%,,"216,148",,,"76,348",$267B,"$4,226 ",4.90%,$196 ,,0.034,4%,,70,74,66,26%,1,0.307,0.634,0.06,63.2M,64.70%,$8B,$2B
Below Threshold,Below 1.5%,Ukraine,Moderate,$0 ,Europe,1/12/00,0.80%,,"320,774",,,"133,794",$31B,$636 ,5.60%,$36 ,,0.016,1%,0.415,68,74,62,2%,1,0.175,0.688,0.138,49.2M,67.10%,$1B,$1B
Below Threshold,Below 1.5%,United Kingdom,Very Friendly,"$23,440 ",Europe,1/12/00,1.20%,,"543,662",,,"222,940","$1,490B","$25,300 ",7.00%,"$1,761 ",,0.006,27%,0.06,78,80,75,74%,1,0.19,0.652,0.158,58.9M,78.70%,$30B,$47B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$9,376 ",Middle East,1/12/00,2.10%,,"18,643",,,"5,865",$9B,"$13,563 ",3.50%,$476 ,,0.011,6%,0.116,75,76,74,31%,1,0.308,0.667,0.024,0.7M,88.40%,$1B,$0B
Below Threshold,1.5-3%,Iran,Low,$0 ,Middle East,1/12/00,1.90%,,"372,703",,,"122,983",$101B,"$1,532 ",4.60%,$231 ,,0.029,1%,,70,71,69,2%,1,0.347,0.611,0.042,65.9M,64.00%,$1B,$1B
Below Threshold,Above 3%,Iraq,Low,,Middle East,1/12/00,3.60%,,"72,445",,,"25,937",,,0.80%,$7 ,,0.036,,,71,73,69,,1,0.428,0.537,0.035,23.8M,68.50%,$0B,$0B
Below Threshold,1.5-3%,Israel,Very Friendly,"$18,752 ",Middle East,1/12/00,2.20%,,"62,691",,,"18,234",$125B,"$19,876 ",7.40%,"$1,454 ",,0.006,21%,0.128,79,81,77,73%,1,0.281,0.619,0.1,6.3M,91.20%,$5B,$4B
Below Threshold,Above 3%,Jordan,Moderate,$0 ,Middle East,1/12/00,3.10%,,"15,508",,,"4,864",$8B,"$1,763 ",9.70%,$171 ,,0.023,3%,0.118,72,73,70,8%,1,0.394,0.575,0.031,4.8M,79.80%,$1B,$0B
Below Threshold,1.5-3%,Kuwait,Moderate,"$18,752 ",Middle East,1/12/00,2.40%,,"55,181",,,"18,805",$38B,"$19,787 ",2.50%,$494 ,,0.011,7%,0.089,73,74,72,25%,1,0.257,0.712,0.031,1.9M,98.10%,$0B,$3B
Below Threshold,1.5-3%,Lebanon,Moderate,"$4,688 ",Middle East,1/12/00,1.90%,,"15,354",,,"4,907",$17B,"$5,335 ",10.90%,$579 ,,0.017,8%,0.182,75,76,73,23%,1,0.286,0.643,0.071,3.2M,86.00%,$1B,
Below Threshold,1.5-3%,Oman,Very Friendly,"$4,688 ",Middle East,1/12/00,2.40%,,"21,896",,,"8,083",$20B,"$9,062 ",3.10%,$264 ,,0.014,4%,0.101,72,74,70,7%,1,0.372,0.605,0.023,2.2M,71.60%,$0B,$1B
Below Threshold,1.5-3%,Qatar,Very Friendly,"$28,128 ",Middle East,1/12/00,1.90%,,"34,730",,,"10,876",$18B,"$29,914 ",2.20%,$652 ,,0.011,5%,,77,78,76,20%,1,0.259,0.724,0.017,0.6M,96.30%,$0B,$0B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$4,688 ",Middle East,1/12/00,2.70%,,"296,935",,,"101,325",$188B,"$9,333 ",4.20%,$398 ,,0.019,2%,,73,74,71,7%,1,0.384,0.581,0.035,20.1M,79.80%,,
Below Threshold,Above 3%,Syria,Low,$0 ,Middle East,1/12/00,3.00%,,"51,048",,,"15,765",$19B,"$1,180 ",4.90%,$59 ,,0.02,0%,0.09,74,75,72,0%,1,0.408,0.558,0.034,16.4M,51.90%,$1B,$1B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$32,816 ",Middle East,1/12/00,1.70%,,"112,562",,,"33,944",$104B,"$34,365 ",2.20%,$752 ,,0.01,24%,0.097,74,75,73,47%,1,0.254,0.736,0.01,3.0M,80.20%,$1B,$3B
Below Threshold,Above 3%,Yemen,Not Clustered,$0 ,Middle East,1/12/00,3.90%,,"14,639",,,"4,747",$10B,$550 ,4.10%,$25 ,,0.069,0%,0.195,61,62,59,0%,1,0.486,0.485,0.029,17.5M,26.30%,$0B,$0B
Below Threshold,Above 3%,American Samoa,Not Clustered,,Oceania,1/12/00,,,,,,,,,,,,,,,,,,4%,1,,,,0.1M,88.60%,,
Below Threshold,Below 1.5%,Australia,Very Friendly,"$18,752 ",Oceania,1/12/00,1.30%,,"329,605",,,"108,110",$415B,"$21,668 ",8.10%,"$1,713 ",,0.005,47%,0.093,80,82,77,45%,1,0.207,0.669,0.124,19.2M,87.20%,$13B,$9B
Below Threshold,1.5-3%,Fiji,Friendly,$0 ,Oceania,1/12/00,2.50%,,865,,,,$2B,"$2,075 ",3.90%,$80 ,,0.021,2%,0.084,68,70,65,7%,1,0.351,0.615,0.034,0.8M,47.90%,$0B,$0B
Below Threshold,1.5-3%,French Polynesia,Not Clustered,"$14,064 ",Oceania,1/12/00,2.00%,,631,,,,$3B,"$14,530 ",,,,,6%,,73,75,70,17%,1,0.318,0.64,0.043,0.2M,56.10%,,
Below Threshold,1.5-3%,Guam,Not Clustered,,Oceania,1/12/00,2.20%,,,,,,,,,,,,16%,,76,78,73,18%,1,0.305,0.642,0.054,0.2M,93.10%,,
Below Threshold,1.5-3%,Kiribati,Moderate,$0 ,Oceania,1/12/00,2.90%,,33,,,,$0B,$815 ,7.90%,$65 ,,0.054,2%,,65,68,62,0%,1,0.399,0.567,0.034,0.1M,43.00%,$0B,
Above Threshold,Above 3%,Marshall Islands,Moderate,$0 ,Oceania,1/12/00,,,77,,,,$0B,"$2,127 ",22.50%,$466 ,,0.034,2%,,66,68,63,1%,1,,,,0.1M,68.40%,$0B,$0B
Below Threshold,Above 3%,"Micronesia, Fed. Sts.",Low,$0 ,Oceania,1/12/00,3.00%,,136,,,,$0B,"$2,171 ",7.80%,$170 ,,0.042,4%,0.153,68,68,67,,1,0.403,0.56,0.037,0.1M,22.30%,$0B,$0B
Below Threshold,1.5-3%,New Caledonia,Not Clustered,"$9,376 ",Oceania,1/12/00,2.10%,,"2,299",,,,$3B,"$12,580 ",,,,,14%,,75,78,72,24%,1,0.287,0.654,0.059,0.2M,61.80%,$0B,
Below Threshold,1.5-3%,New Zealand,Very Friendly,"$9,376 ",Oceania,1/12/00,1.50%,,"32,897",,,"17,056",$52B,"$13,483 ",7.60%,"$1,052 ",,0.006,47%,0.078,79,81,76,40%,1,0.227,0.655,0.118,3.9M,85.70%,$2B,$1B
Below Threshold,Above 3%,Papua New Guinea,Moderate,$0 ,Oceania,1/12/00,3.50%,,"2,688",,,,$4B,$655 ,4.00%,$26 ,,0.058,1%,0.175,59,61,57,0%,1,0.402,0.573,0.025,5.4M,13.20%,$0B,$0B
Below Threshold,Above 3%,Samoa,Friendly,$0 ,Oceania,1/12/00,3.10%,,139,,,,$0B,"$1,373 ",6.00%,$80 ,,0.019,1%,,70,73,66,1%,1,0.407,0.548,0.045,0.2M,22.00%,$0B,
Below Threshold,Above 3%,Solomon Islands,Friendly,$0 ,Oceania,1/12/00,3.60%,,165,,,,$0B,"$1,055 ",4.60%,$48 ,,0.028,1%,0.146,63,64,62,0%,1,0.419,0.553,0.028,0.4M,15.80%,$0B,$0B
Below Threshold,1.5-3%,Tonga,Friendly,$0 ,Oceania,1/12/00,2.80%,,121,,,,$0B,"$1,925 ",4.80%,$92 ,,0.015,2%,0.113,71,73,69,0%,1,0.384,0.559,0.057,0.1M,23.00%,$0B,
Below Threshold,Above 3%,Vanuatu,Friendly,$0 ,Oceania,1/12/00,3.20%,,81,,,,$0B,"$1,470 ",3.60%,$52 ,,0.02,2%,0.099,68,69,66,0%,1,0.415,0.552,0.033,0.2M,21.70%,$0B,$0B
Below Threshold,1.5-3%,Antigua and Barbuda,Friendly,"$9,376 ",The Americas,1/12/00,2.00%,,345,,,,$1B,"$10,144 ",4.00%,$408 ,,0.014,7%,0.122,74,76,71,28%,1,0.292,0.637,0.071,0.1M,32.10%,$0B,$0B
Below Threshold,1.5-3%,Argentina,Moderate,"$4,688 ",The Americas,1/12/00,1.90%,,"141,077",,,"60,954",$344B,"$9,322 ",9.20%,$710 ,,0.018,7%,0.111,74,78,70,18%,1,0.279,0.621,0.099,36.9M,89.10%,$3B,$5B
Below Threshold,Below 1.5%,Aruba,Not Clustered,"$18,752 ",The Americas,1/12/00,1.40%,,"2,233",,,,$2B,"$20,620 ",,,,,15%,0.121,74,76,71,17%,1,0.232,0.692,0.076,0.1M,46.70%,$1B,$0B
Below Threshold,1.5-3%,"Bahamas, The",Friendly,"$18,752 ",The Americas,1/12/00,1.80%,,"1,668",,,,$6B,"$21,251 ",5.20%,"$1,107 ",,0.013,8%,0.06,72,75,69,11%,1,0.293,0.654,0.054,0.3M,82.00%,$2B,$0B
Below Threshold,Below 1.5%,Barbados,Friendly,"$9,376 ",The Americas,1/12/00,1.30%,,"1,188",,,,$3B,"$11,675 ",6.30%,$602 ,,0.015,4%,0.102,73,75,71,11%,1,0.219,0.666,0.115,0.3M,33.80%,$1B,$0B
Below Threshold,1.5-3%,Belize,Moderate,$0 ,The Americas,1/12/00,2.90%,,689,,,,$1B,"$3,486 ",4.00%,$139 ,,0.021,6%,0.16,71,74,67,7%,1,0.402,0.555,0.043,0.2M,47.70%,$0B,$0B
Below Threshold,Below 1.5%,Bermuda,Not Clustered,"$56,256 ",The Americas,1/12/00,1.40%,,495,,,,$3B,"$56,284 ",,,,,43%,,78,81,75,21%,1,,,,0.1M,100.00%,$0B,
Below Threshold,Above 3%,Bolivia,Low,$0 ,The Americas,1/12/00,3.10%,,"10,224",,,"3,737",$8B,$989 ,6.10%,$60 ,,0.057,1%,0.346,63,65,61,7%,1,0.398,0.56,0.042,8.5M,61.80%,$0B,$0B
Below Threshold,1.5-3%,Brazil,Moderate,$0 ,The Americas,1/12/00,2.10%,,"327,984",,,"187,442",$645B,"$3,696 ",7.20%,$265 ,,0.029,3%,0.568,71,74,67,13%,1,0.296,0.649,0.055,174.5M,81.20%,$2B,$5B
Below Threshold,Below 1.5%,Canada,Very Friendly,"$23,440 ",The Americas,1/12/00,1.10%,,"534,484",,,"251,450",$739B,"$24,017 ",8.80%,"$2,090 ",,0.005,51%,0.073,80,82,77,28%,1,0.192,0.683,0.125,30.8M,79.50%,$13B,$15B
Below Threshold,Above 3%,Cayman Islands,Not Clustered,,The Americas,1/12/00,,,455,,,,,,,,,,,,,,,26%,1,,,,0.0M,100.00%,$1B,
Below Threshold,1.5-3%,Chile,Very Friendly,"$4,688 ",The Americas,1/12/00,1.70%,,"58,694",,,"25,174",$79B,"$5,133 ",7.70%,$390 ,,0.009,17%,0.148,77,80,74,22%,1,0.278,0.65,0.072,15.5M,86.10%,$1B,$1B
Below Threshold,1.5-3%,Colombia,Very Friendly,$0 ,The Americas,1/12/00,2.30%,,"57,924",,,"25,814",$100B,"$2,504 ",5.90%,$148 ,,0.021,2%,0.188,71,75,67,6%,1,0.328,0.624,0.047,39.9M,72.10%,$1B,$1B
Below Threshold,1.5-3%,Costa Rica,Moderate,$0 ,The Americas,1/12/00,2.00%,,"5,475",,,"2,874",$16B,"$4,058 ",7.10%,$287 ,,0.011,6%,0.249,78,80,75,5%,1,0.315,0.631,0.055,3.9M,59.00%,$1B,$1B
Below Threshold,Below 1.5%,Cuba,Not Clustered,$0 ,The Americas,1/12/00,1.30%,,"26,039",,,"12,859",$31B,"$2,744 ",6.10%,$166 ,,0.007,1%,,77,79,75,0%,1,0.216,0.685,0.099,11.1M,75.30%,$2B,
Below Threshold,Above 3%,Curacao,Not Clustered,,The Americas,1/12/00,,,,,,,,,,,,,,,,,,,1,0.249,0.648,0.103,0.1M,90.80%,$0B,
Below Threshold,Above 3%,Dominica,Friendly,$0 ,The Americas,1/12/00,,,103,,,,$0B,"$4,657 ",5.00%,$231 ,,0.014,9%,0.117,,,,2%,1,,,,0.1M,65.30%,$0B,$0B
Below Threshold,1.5-3%,Dominican Republic,Moderate,$0 ,The Americas,1/12/00,2.50%,,"20,117",,,"7,499",$24B,"$2,770 ",6.30%,$173 ,,0.033,4%,0.268,71,74,68,8%,1,0.349,0.599,0.051,8.7M,61.70%,$3B,$0B
Below Threshold,1.5-3%,Ecuador,Moderate,$0 ,The Americas,1/12/00,2.50%,,"20,942",,,"7,815",$18B,"$1,462 ",3.60%,$53 ,,0.028,2%,0.171,74,76,71,4%,1,0.345,0.604,0.051,12.5M,60.30%,$0B,$0B
Below Threshold,1.5-3%,El Salvador,Moderate,$0 ,The Americas,1/12/00,2.50%,,"5,743",,,"3,968",$13B,"$2,204 ",8.10%,$179 ,,0.027,1%,0.14,70,74,65,13%,1,0.383,0.562,0.055,6.0M,58.90%,$0B,$0B
Below Threshold,1.5-3%,Greenland,Not Clustered,"$18,752 ",The Americas,1/12/00,1.60%,,532,,,,$1B,"$19,004 ",,,,,32%,,67,70,64,27%,1,,,,0.1M,81.60%,,
Below Threshold,1.5-3%,Grenada,Moderate,"$4,688 ",The Americas,1/12/00,1.90%,,191,,,,$1B,"$5,149 ",6.60%,$339 ,,0.014,4%,0.116,71,73,68,4%,1,0.35,0.572,0.078,0.1M,35.90%,$0B,$0B
Below Threshold,Above 3%,Guatemala,Friendly,$0 ,The Americas,1/12/00,3.70%,,"9,916",,,"7,041",$19B,"$1,722 ",5.60%,$96 ,,0.04,1%,0.209,68,71,64,8%,1,0.441,0.519,0.04,11.2M,45.10%,$0B,$0B
Below Threshold,1.5-3%,Guyana,Moderate,$0 ,The Americas,1/12/00,2.20%,,"1,610",,,,$1B,$957 ,5.80%,$56 ,,0.039,7%,0.173,64,67,60,5%,1,0.354,0.602,0.045,0.7M,28.70%,$0B,$0B
Below Threshold,Above 3%,Haiti,Low,$0 ,The Americas,1/12/00,3.10%,,"1,368",,,"2,010",$4B,$427 ,6.10%,$26 ,,0.075,0%,0.314,58,59,56,1%,1,0.403,0.557,0.04,8.6M,35.60%,$0B,$0B
Below Threshold,Above 3%,Honduras,Moderate,$0 ,The Americas,1/12/00,3.20%,,"5,031",,,"2,990",$7B,"$1,140 ",6.60%,$76 ,,0.031,1%,0.268,71,73,68,3%,1,0.424,0.537,0.039,6.2M,45.50%,$0B,$0B
Below Threshold,1.5-3%,Jamaica,Friendly,$0 ,The Americas,1/12/00,2.10%,,"10,319",,,"3,829",$9B,"$3,479 ",5.50%,$189 ,,0.02,3%,0.233,71,73,68,14%,1,0.327,0.599,0.075,2.6M,51.80%,$2B,$0B
Below Threshold,1.5-3%,Mexico,Very Friendly,"$4,688 ",The Americas,1/12/00,2.40%,,"381,518",,,"145,384",$684B,"$6,585 ",5.10%,$328 ,,0.022,5%,0.169,75,77,72,14%,1,0.341,0.61,0.049,103.9M,74.70%,$9B,$6B
Below Threshold,1.5-3%,Nicaragua,Moderate,$0 ,The Americas,1/12/00,2.80%,,"3,762",,,"2,522",$5B,"$1,001 ",5.40%,$54 ,,0.033,1%,0.181,70,72,67,2%,1,0.409,0.554,0.037,5.1M,54.70%,$0B,$0B
Below Threshold,1.5-3%,Panama,Friendly,$0 ,The Americas,1/12/00,2.40%,,"5,790",,,"2,569",$12B,"$3,804 ",7.80%,$295 ,,0.022,7%,0.105,76,78,73,13%,1,0.321,0.623,0.055,3.1M,62.20%,$1B,$0B
Below Threshold,1.5-3%,Paraguay,Moderate,$0 ,The Americas,1/12/00,2.80%,,"3,689",,,"3,850",$8B,"$1,532 ",8.10%,$124 ,,0.028,1%,0.268,70,72,68,15%,1,0.382,0.574,0.044,5.4M,55.30%,$0B,$0B
Below Threshold,1.5-3%,Peru,Very Friendly,$0 ,The Americas,1/12/00,2.40%,,"30,297",,,"12,222",$51B,"$1,949 ",4.70%,$96 ,,0.03,3%,0.3,71,73,68,5%,1,0.341,0.611,0.048,26.0M,73.00%,$1B,$1B
Below Threshold,1.5-3%,Puerto Rico,Very Friendly,"$14,064 ",The Americas,1/12/00,1.60%,,,,,,$62B,"$16,192 ",,,,,11%,,77,81,73,35%,1,0.236,0.651,0.113,3.8M,94.40%,$2B,$1B
Below Threshold,Above 3%,Sint Maarten (Dutch part),Not Clustered,,The Americas,1/12/00,,,,,,,,,,,,,,,,,,,1,,,,0.0M,100.00%,$1B,$0B
Below Threshold,Above 3%,St. Kitts and Nevis,Friendly,"$4,688 ",The Americas,1/12/00,,,103,,,,$0B,"$9,146 ",4.30%,$392 ,,0.014,6%,0.111,,,,3%,1,,,,0.0M,32.80%,$0B,$0B
Below Threshold,1.5-3%,St. Lucia,Friendly,"$4,688 ",The Americas,1/12/00,2.00%,,330,,,,$1B,"$4,871 ",5.60%,$272 ,,0.015,5%,0.131,72,73,70,2%,1,0.322,0.602,0.076,0.2M,27.80%,$0B,$0B
Below Threshold,1.5-3%,St. Martin (French part),Not Clustered,,The Americas,1/12/00,1.70%,,,,,,,,,,,,,,77,80,74,,1,,,,0.0M,,,
Below Threshold,1.5-3%,St. Vincent and the Grenadines,Friendly,$0 ,The Americas,1/12/00,2.00%,,158,,,,$0B,"$3,684 ",3.70%,$137 ,,0.019,3%,0.115,71,73,68,2%,1,0.314,0.616,0.069,0.1M,45.20%,$0B,$0B
Below Threshold,1.5-3%,Suriname,Low,$0 ,The Americas,1/12/00,2.30%,,"2,127",,,,$1B,"$1,912 ",8.70%,$167 ,,0.03,3%,0.29,68,71,65,9%,1,0.306,0.637,0.057,0.5M,66.40%,$0B,$0B
Below Threshold,1.5-3%,Trinidad and Tobago,Friendly,"$4,688 ",The Americas,1/12/00,1.50%,,"24,514",,,"10,854",$8B,"$6,431 ",4.00%,$260 ,,0.025,8%,0.165,69,72,65,13%,1,0.256,0.679,0.065,1.3M,10.80%,$0B,$0B
Below Threshold,Above 3%,Turks and Caicos Islands,Not Clustered,,The Americas,1/12/00,,,15,,,,,,,,,,,,,,,,1,,,,0.0M,84.60%,$0B,
Below Threshold,Below 1.5%,United States,Very Friendly,"$32,816 ",The Americas,1/12/00,1.40%,,"5,713,560",,,"2,273,332","$10,300B","$36,504 ",13.60%,"$4,790 ",,0.007,43%,0.092,77,79,74,39%,1,0.213,0.663,0.124,282.2M,79.10%,$121B,$91B
Below Threshold,1.5-3%,Uruguay,Friendly,"$4,688 ",The Americas,1/12/00,1.60%,,"5,306",,,"3,092",$23B,"$6,873 ",11.20%,$773 ,,0.015,11%,0.461,75,78,71,12%,1,0.246,0.624,0.131,3.3M,92.00%,$1B,$0B
Below Threshold,1.5-3%,Venezuela,Low,"$4,688 ",The Americas,1/12/00,2.40%,,"152,415",,,"56,424",$117B,"$4,794 ",5.70%,$273 ,,0.018,3%,0.252,73,75,70,22%,1,0.337,0.617,0.046,24.4M,88.00%,$0B,$2B
Below Threshold,1.5-3%,Algeria,Low,$0 ,Africa,1/12/01,1.90%,,"84,293",,,"27,072",$55B,"$1,703 ",3.80%,$65 ,,0.033,1%,0.095,70,71,68,0%,1,0.33,0.63,0.04,32.2M,60.70%,$0B,$0B
Below Threshold,Above 3%,Angola,Low,$0 ,Africa,1/12/01,5.00%,,"9,732",,,"7,883",$9B,$621 ,5.80%,$36 ,,0.127,0%,0.96,46,47,45,1%,1,0.477,0.499,0.025,14.4M,33.20%,$0B,$0B
Below Threshold,Above 3%,Benin,Low,$0 ,Africa,1/12/01,4.20%,,"1,738",,,"2,109",$2B,$348 ,4.70%,$16 ,,0.088,0%,,56,57,54,2%,1,0.453,0.518,0.029,7.2M,38.70%,$0B,$0B
Below Threshold,1.5-3%,Botswana,Friendly,$0 ,Africa,1/12/01,2.70%,,"4,334",,,"1,868",$5B,"$3,078 ",5.20%,$175 ,,0.054,3%,0.158,50,51,48,19%,1,0.377,0.593,0.03,1.8M,54.10%,$0B,$0B
Below Threshold,Above 3%,Burkina Faso,Low,$0 ,Africa,1/12/01,4.60%,,997,,,,$3B,$235 ,4.90%,$12 ,,0.095,0%,,51,52,50,1%,1,0.467,0.506,0.027,11.9M,18.50%,$0B,$0B
Below Threshold,Above 3%,Burundi,Low,$0 ,Africa,1/12/01,4.20%,,216,,,,$1B,$128 ,6.80%,$7 ,,0.089,0%,0.168,49,50,47,1%,1,0.484,0.487,0.029,6.8M,8.50%,$0B,$0B
Below Threshold,Above 3%,Cameroon,Low,$0 ,Africa,1/12/01,4.10%,,"3,421",,,"6,384",$10B,$589 ,4.70%,$27 ,,0.09,0%,0.207,52,53,51,3%,1,0.451,0.515,0.034,16.4M,46.10%,$0B,$0B
